id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4966562830221389,NrVBp0VAN,5112228515,-番茄浓汤螺狮粉-微辣,#佳木斯体育馆坍塌11人被采取强制措施#到底谁在偷工减料！！！危害别人的生命财产安全！,,,,佳木斯体育馆坍塌11人被采取强制措施,0,1,3,2023-11-10 16:18,iPhone 11,['https://wx2.sinaimg.cn/large/b10c1bc2ly1hi5hoaj277j208c08caa9.jpg'],,,
4966552390602049,NrVkz2wCt,1789579853,KUN海外特级小肉包,#佳木斯体育馆坍塌11人被采取强制措施#就问能不能狠狠的制裁！,,,,佳木斯体育馆坍塌11人被采取强制措施,1,1,0,2023-11-10 15:37,iPhone 12 Pro,,,,
4966538965681125,NrUYUnPV3,1338667624,思想杂谈,#佳木斯体育馆坍塌11人被采取强制措施#总台记者在“11•6”悦城体育俱乐部屋顶坍塌事故处置工作领导小组了解到，警方已对以吴某迁为首的涉嫌造成此次坍塌事故的11名重点人员，采取了强制措施。,,,,佳木斯体育馆坍塌11人被采取强制措施,0,1,1,2023-11-10 14:43,微博搜索,['https://wx4.sinaimg.cn/large/4fca7268ly1hjq08zigv2j20px6rpb2b.jpg'],,,
4966562823406060,NrVBoei4s,7118554453,今年特别喜欢周深,#佳木斯体育馆坍塌11人被采取强制措施#上次因为那个齐齐哈尔的体育馆被坍塌，有网友说她的好朋友全走了。,,,,佳木斯体育馆坍塌11人被采取强制措施,0,0,0,2023-11-10 16:18,小米11,,,,
4966552365696105,NrVkwnTOF,2510322510,重庆南岸法院,#南小兰播报#【#佳木斯体育馆坍塌11人被采取强制措施#】11月6日，黑龙江佳木斯桦南县悦城体育俱乐部发生部分坍塌，事故造成3人死亡。总台记者在“11•6”悦城体育俱乐部屋顶坍塌事故处置工作领导小组了解到，警方已对以吴某迁为首的涉嫌造成此次坍塌事故的11名重点人员，采取了强制措施。（央视新闻）,,,,"南小兰播报,佳木斯体育馆坍塌11人被采取强制措施",0,6,0,2023-11-10 15:37,微博网页版,['https://wx1.sinaimg.cn/large/95a07b4ely1hjq1rsg7qfj20dw0dwtay.jpg'],,,
4966538937893434,NrUYRx7rs,6470482840,东楼远跳涵恕来,#佳木斯体育馆坍塌11人被采取强制措施#重要的是要杜绝此类事故的发生！,,,,佳木斯体育馆坍塌11人被采取强制措施,0,0,0,2023-11-10 14:43,HUAWEI Mate 30 5G,,,,
4966562818949553,NrVBnBybD,2487830357,吉林乌拉圈,不管牵扯到谁，绝不姑息，一查到底，才能告慰逝者，抚熨伤痛，回应关切！#佳木斯体育馆坍塌11人被采取强制措施#乌拉圈,,佳木斯·佳木斯站,,佳木斯体育馆坍塌11人被采取强制措施,0,2,5,2023-11-10 16:18,乌拉圈超话,['https://wx1.sinaimg.cn/large/94494755ly1hjq2wooap7j20u02ylto7.jpg'],,,
4965405360393262,Nrruw1EiW,5625094932,Flippy小小熊,#佳木斯坍塌体育馆3人遇难#学校应该是最安全的地方,,,,佳木斯坍塌体育馆3人遇难,0,0,0,2023-11-07 11:39,iPhone客户端,,,,
4966562780155256,NrVBk0Eo8,3746858447,叙州公安,【建筑坍塌事故安全提示】近年来，建筑坍塌事故时有发生，极易造成群死群伤。那么建筑坍塌有哪些征兆？又该如何快速逃生、如何避难呢？戳图↓#佳木斯体育馆坍塌11人被采取强制措施#,,,,佳木斯体育馆坍塌11人被采取强制措施,0,9,7,2023-11-10 16:18,iPhone 14,['https://wx2.sinaimg.cn/large/df5485cfly1hjq2yw07wxj20sg5hg1ky.jpg'],,,
4965405318450834,NrrurzsrM,6271922915,重庆学姐,#商户称体育馆昨天包场不然人更多#【黑龙江佳木斯一体育馆坍塌致3死1伤附近商户：体育馆昨天有包场，不然人更多】#坍塌体育馆附近多商户发声#6日晚，黑龙江佳木斯桦南一体育馆部分坍塌。7日凌晨，桦南县政府新闻办发布消息，桦南县悦城健身体育馆部分坍塌事故现场完成救援，3人遇难。7日，上游新闻（报料邮箱baoliaosy@163.com）记者采访了多位附近的商户，他们讲述了事发前后经过。“塌的时候有很大的声响，没对我们这边造成影响。”7日，附近超市负责人谢女士（化名）告诉记者，目前，救援已经结束，附近交通都已经恢复正常。她介绍称，平时，晚上去体育馆的人还是比较多，主要是打球的，有学生也有社会人士，附近路过的人也比较多，不过，因为下大雪，昨天外出的人并不多，“体育馆昨天有学生包场，要不然人更多。事故发生后，不少人士也来到附近，清理积雪，为救援提供帮助。”附近另一商户向记者表示，5日，当地就开始下雪，到6日，路面积雪已经有几十厘米深。（上游新闻记者朱婷）O上游新闻,,,163,"商户称体育馆昨天包场不然人更多,坍塌体育馆附近多商户发声",0,0,2,2023-11-07 11:39,iPhone 11,['https://wx4.sinaimg.cn/large/006QslF1gy1hjme1b0gf7j30ku0vkgyl.jpg'],,,
4965405291709446,Nrrup7aHI,6271922915,重庆学姐,#商户称体育馆昨天包场不然人更多#【黑龙江佳木斯一体育馆坍塌致3死1伤附近商户：体育馆昨天有包场，不然人更多】#坍塌体育馆附近多商户发声#6日晚，黑龙江佳木斯桦南一体育馆部分坍塌。7日凌晨，桦南县政府新闻办发布消息，桦南县悦城健身体育馆部分坍塌事故现场完成救援，3人遇难。7日，上游新闻（报料邮箱baoliaosy@163.com）记者采访了多位附近的商户，他们讲述了事发前后经过。“塌的时候有很大的声响，没对我们这边造成影响。”7日，附近超市负责人谢女士（化名）告诉记者，目前，救援已经结束，附近交通都已经恢复正常。她介绍称，平时，晚上去体育馆的人还是比较多，主要是打球的，有学生也有社会人士，附近路过的人也比较多，不过，因为下大雪，昨天外出的人并不多，“体育馆昨天有学生包场，要不然人更多。事故发生后，不少人士也来到附近，清理积雪，为救援提供帮助。”附近另一商户向记者表示，5日，当地就开始下雪，到6日，路面积雪已经有几十厘米深。（上游新闻记者朱婷）,,,163,"商户称体育馆昨天包场不然人更多,坍塌体育馆附近多商户发声",0,0,1,2023-11-07 11:38,iPhone 11,,,,
4965405288826576,NrruoB2c8,7789790163,蛋挞-肉肉,#佳木斯坍塌体育馆3人遇难#明天和意外你永远不知道哪一个先来,,,,佳木斯坍塌体育馆3人遇难,0,0,2,2023-11-07 11:38,,,,,
4965377572865855,NrqLHc1xt,7792968455,一路观茶,#佳木斯坍塌体育馆3人遇难#还以为是上一次的体育馆坍塌事故出调查结果了……,,,,佳木斯坍塌体育馆3人遇难,0,1,0,2023-11-07 09:48,,,,,
4965405274673093,NrrunjBGt,6271922915,重庆学姐,#商户称体育馆昨天包场不然人更多#【黑龙江佳木斯一体育馆坍塌致3死1伤附近商户：体育馆昨天有包场，不然人更多】#坍塌体育馆附近多商户发声#6日晚，黑龙江佳木斯桦南一体育馆部分坍塌。7日凌晨，桦南县政府新闻办发布消息，桦南县悦城健身体育馆部分坍塌事故现场完成救援，3人遇难。7日，上游新闻（报料邮箱baoliaosy@163.com）记者采访了多位附近的商户，他们讲述了事发前后经过。“塌的时候有很大的声响，没对我们这边造成影响。”7日，附近超市负责人谢女士（化名）告诉记者，目前，救援已经结束，附近交通都已经恢复正常。她介绍称，平时，晚上去体育馆的人还是比较多，主要是打球的，有学生也有社会人士，附近路过的人也比较多，不过，因为下大雪，昨天外出的人并不多，“体育馆昨天有学生包场，要不然人更多。事故发生后，不少人士也来到附近，清理积雪，为救援提供帮助。”附近另一商户向记者表示，5日，当地就开始下雪，到6日，路面积雪已经有几十厘米深。（上游新闻记者朱婷）O上游新闻,,,163,"商户称体育馆昨天包场不然人更多,坍塌体育馆附近多商户发声",0,0,1,2023-11-07 11:38,iPhone 11,,,,
4965377568409080,NrqLGzhAk,7804823339,小甜次元愛-,#佳木斯坍塌体育馆3人遇难#所以坍塌原因是什么？已经是第二次rs出现体育馆坍塌的事情了，不只是三个遇难的人更是三个支离破碎的家庭啊，心痛,,,,佳木斯坍塌体育馆3人遇难,0,3,1,2023-11-07 09:48,柾国妈咪的Android,,,,
4965405265495817,Nrrumn3Id,5982533239,青年路拉布拉多,佳木斯体育馆坍塌发生在6号的19:48左右，时间线往前推，当地气象台在16:47左右发出了暴雪红色预警，再往前推4日当天该县还召开了防范应对极端天气的会议，气象部门做了预警，各分管部门也纷纷表态做了积极部署。,,,,,0,0,0,2023-11-07 11:38,iPhone客户端,,,,
4965377551892647,NrqLF7Wmz,1668589317,半岛都市报,【#专家分析佳木斯体育馆坍塌事故#：暴雪夹杂积冰，百平米承重超4吨】新华社消息，11月7日0时35分，桦南县悦城健身体育馆部分坍塌事故现场完成救援。事故发生时，现场共有7人，其中3人自行脱险，1人轻伤，3人遇难。北京建院高级建筑师吴吉明分析，本次佳木斯体育馆坍塌事故很可能与暴雪有关，这次东北暴雪夹杂着积冰，雪冰相融更实也更重而且还会累加，每平方米重量有40公斤以上，100平方米超过4吨，一些建筑因积冰不均匀，个别点的受力会更大。同时他表示，预警巡查不到位也可能与此次事故的发生有关。最后，吴吉明还对如何预防此类事故给出了自己的建议。#佳木斯坍塌体育馆3人遇难#@西部决策L半岛都市报的微博视频,,,西部决策,"专家分析佳木斯体育馆坍塌事故,佳木斯坍塌体育馆3人遇难",0,1,0,2023-11-07 09:48,微博视频号,,"http://f.video.weibocdn.com/o0/JfD1V0qKlx089YMFckre010412006zUh0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1705902897&ssig=cSGArzAmI9&KID=unistore,video",,
4965405267591303,NrrumvQQn,6257456110,静静的崽崽们,#佳木斯坍塌体育馆3人遇难#永远都是出事后才排查。,,,,佳木斯坍塌体育馆3人遇难,0,0,4,2023-11-07 11:38,iPhone 13 Pro,,,,
4965437553248792,NrskrdD9S,7141087529,铁骥视频,【律师：#坍塌体育馆负责人或涉嫌重大责任事故罪#】11月6日19时20分，桦南县悦城健身体育馆发生部分坍塌，造成1人轻伤，3人遇难。#佳木斯坍塌体育馆负责人已被警方控制#，事故原因正在进一步调查。律师解读，若查明该负责人在生产作业中违反有关安全管理规定，造成3人遇难并负主要事故责任的，涉嫌重大责任事故罪。后续，被害人或者被害人家属有权向法院提起诉讼索赔。@荔枝新闻L荔枝新闻的微博视频,,,荔枝新闻,"坍塌体育馆负责人或涉嫌重大责任事故罪,佳木斯坍塌体育馆负责人已被警方控制",26,8,26,2023-11-07 13:47,微博视频号,,"http://f.video.weibocdn.com/o0/C8wLVmpjlx089YXNcRTy01041200fspn0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1705902902&ssig=xJ6nXQWZrY&KID=unistore,video",,
4965377479278756,NrqLxCVPm,5889116795,凯之旋_N,#佳木斯坍塌体育馆3人遇难#让我想到了上次齐齐哈尔学校体育馆坍塌的事🙏🙏🙏,,,,佳木斯坍塌体育馆3人遇难,0,4,3,2023-11-07 09:48,,,,,
4965405261038049,Nrrum4m2J,6271922915,重庆学姐,#商户称体育馆昨天包场不然人更多#【黑龙江佳木斯一体育馆坍塌致3死1伤附近商户：体育馆昨天有包场，不然人更多】#坍塌体育馆附近多商户发声#6日晚，黑龙江佳木斯桦南一体育馆部分坍塌。7日凌晨，桦南县政府新闻办发布消息，桦南县悦城健身体育馆部分坍塌事故现场完成救援，3人遇难。7日，上游新闻（报料邮箱baoliaosy@163.com）记者采访了多位附近的商户，他们讲述了事发前后经过。“塌的时候有很大的声响，没对我们这边造成影响。”7日，附近超市负责人谢女士（化名）告诉记者，目前，救援已经结束，附近交通都已经恢复正常。她介绍称，平时，晚上去体育馆的人还是比较多，主要是打球的，有学生也有社会人士，附近路过的人也比较多，不过，因为下大雪，昨天外出的人并不多，“体育馆昨天有学生包场，要不然人更多。事故发生后，不少人士也来到附近，清理积雪，为救援提供帮助。”附近另一商户向记者表示，5日，当地就开始下雪，到6日，路面积雪已经有几十厘米深。（上游新闻记者朱婷）O上游新闻,,,163,"商户称体育馆昨天包场不然人更多,坍塌体育馆附近多商户发声",0,0,1,2023-11-07 11:38,iPhone 11,['https://wx2.sinaimg.cn/large/006QslF1gy1hjme12ekqzj30ku0ohaha.jpg'],,,
4965437515499479,Nrsknn4Fh,2828057107,·芙蕖,#佳木斯体育馆坍塌事故遇难者为初中生#天灾人祸不知道哪一个先来，他们父母得多难受,,,,佳木斯体育馆坍塌事故遇难者为初中生,0,0,2,2023-11-07 13:47,,,,,
4965377469843141,NrqLwFiEl,2883830854,成毅小尾巴mm-要一起去见成毅版,#佳木斯坍塌体育馆3人遇难#天哪，现在的建筑怎么都这么危险逝者安息，伤者希望都没事,,,,佳木斯坍塌体育馆3人遇难,0,0,1,2023-11-07 09:48,尊嘟超爱你,,,,
4965405232989291,NrrujcxEn,6995872911,睡不醒的八七,#佳木斯坍塌体育馆3人遇难#我就知道黑龙江中医药大学不录取我是有原因的但是相关政府能不能好好排查啊？佳木斯本来雪就多，这些因素建设的时候都不考虑吗？,,,,佳木斯坍塌体育馆3人遇难,0,0,2,2023-11-07 11:38,vivo S17,,,,
4965437492430087,NrsklacaX,7794967452,玺暖烊鹤,#佳木斯一体育馆坍塌事故最新情况#两次事故全是塌房，有关部门望严查,,,,佳木斯一体育馆坍塌事故最新情况,0,0,1,2023-11-07 13:46,一心向千Android,,,,
4965377441533499,NrqLu6qVR,3196346062,开阳县检察院,【遇建筑物坍塌该怎么办】建筑物坍塌事故前兆不明显，允许人员逃生的时间极短。万一遭遇建筑物坍塌该怎么办？如何有效避难？蓝朋友的这份提示请收好，希望用不到，但一定要知道！#佳木斯坍塌体育馆3人遇难##同小蓝说安全#L中国消防的微博视频,,,,"佳木斯坍塌体育馆3人遇难,同小蓝说安全",0,20,20,2023-11-07 09:48,微博视频号,,"http://f.video.weibocdn.com/o0/BGHFoHEylx07VEFJuV7W01041200lkW80E010.mp4?label=mp4_720p&template=720x1268.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1705902897&ssig=MLd4jS7mLr&KID=unistore,video",,
4965405230105863,Nrruj0rxt,1281296332,百姓就业,【#多次检查为何挡不住体育馆坍塌#】11月6日，黑龙江佳木斯市桦南县一处体育馆坍塌，3人遇难。#形式检查愧对坍塌逝去的生命#这已是黑龙江省的体育馆“二连塌”了。今年7月23日，黑龙江省齐齐哈尔市龙沙区第三十四中学一个体育馆楼顶发生坍塌，致11人死亡，包括10名女排队员和1名教练。当时，黑龙江省委书记许勤，省长梁惠玲第一时间作出指示并赶赴现场部署相关工作。要求迅速开展事故调查，依法依规严肃追究责任。举一反三，全面排查整治全省校园、体育场馆、建筑施工等领域安全隐患。齐齐哈尔体育馆坍塌的第二天，7月24日，桦南县县委副书记、县长程显峰曾专门到这次坍塌的体育馆，查看安全工作落实情况。就在坍塌事故前两天，11月4日上午，程显峰还主持召开桦南县防范应对当前极端天气工作会议，各分管战线领导对应对极端天气工作进行了安排部署。看程序，一切都做到位了。前有亡羊补牢，后有未“雪”绸缪，为何还挡不住坍塌事故的发生？齐齐哈尔体育馆坍塌事故发生前4个月，当地也曾开展校舍安全检查，检查事项涵盖安全生产责任制落实、校园安防建设、道路交通安全、校舍安全等7个重点区域。两次坍塌事故联系在一起，在为遇难者悲痛的时候，不免让人思考更深层的原因。如果仍然不痛不痒地走形式，便愧对那些逝去的生命，他们的遇难将毫无意义，比雪花还轻。上一次坍塌，最终是“不可承受之重”的珍珠岩扛下了所有；这一次坍塌，难道真的要让“不可承受之轻”的雪花扛下所有？桦南县悦城广场是招商引资项目之一，项目在建设时，是否考虑过大雪带来的影响？在施工过程中，各种材料是否合格，各项监督是否到位？这中间有没有走形式主义？这些都需要追问到底。任何一个建筑，建造时的质量监督，都是对人民生命财产安全树起坚实屏障；平常的安全检查，是对人民生命财产安全的预检和防范。但在一些地方，这些检查都变成了走形式，对人民生命财产安全麻痹大意，甚至玩忽职守，直至悲剧发生。装睡的人叫不醒，沉迷于形式主义的人也很难唤醒，希望那些遇难者的魂灵能成为形式主义者的警钟，而不是耳边风。雪崩的时候，没有一片雪花是无辜的。体育馆“二连塌”，没有一个参与形式主义检查的人是无辜的。#佳木斯坍塌体育馆3人遇难#（评论员邱延波）@大象评论L大象评论的微博视频,,,大象评论,"多次检查为何挡不住体育馆坍塌,形式检查愧对坍塌逝去的生命,佳木斯坍塌体育馆3人遇难",0,0,0,2023-11-07 11:38,微博视频号,,"http://f.video.weibocdn.com/o0/gzoIYqkplx089YQmG1bG01041200blc10E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1705902878&ssig=Tl6L%2B0ogz8&KID=unistore,video",,
4965437425582995,Nrskenqoj,6506339379,须臾的悲欢寄苍狗,#佳木斯一体育馆坍塌事故最新情况#太心疼了，正是花一样的年纪啊！父母的心疼死啊,,,,佳木斯一体育馆坍塌事故最新情况,0,0,2,2023-11-07 13:46,Redmi K40 Pro+,,,,
4965377427636367,NrqLsw2zd,7274779090,选择权交给我_,#佳木斯坍塌体育馆3人遇难#明天和意外永远不知道哪个先来,,,,佳木斯坍塌体育馆3人遇难,0,0,2,2023-11-07 09:48,选择权的iPhone 14,,,,
4966538854269401,NrUYJhUFj,6394048099,三水水的闻珥啦,#佳木斯体育馆坍塌11人被采取强制措施#严惩不贷，要督查整改并要做好防范风险的工作，保护我们老百姓生命健康安全。生命大于一切。,,,,佳木斯体育馆坍塌11人被采取强制措施,0,1,3,2023-11-10 14:43,,,,,
4965437408808136,NrskcAXoI,5284658364,李干观世界,【#纪检监察机关介入佳木斯体育馆坍塌事故#，成立调查组】#佳木斯体育馆坍塌事故最新通报#记者从黑龙江省佳木斯市桦南县政府新闻办了解到，桦南县悦城体育俱乐部屋顶坍塌事故发生后，佳木斯市、桦南县两级纪检监察机关第一时间介入，成立调查组开展调查。　　6日，桦南县7名初中生相约18时许到悦城体育俱乐部打篮球。19时20分许，有学生发现屋顶异常并向门口跑去，随即屋顶发生坍塌。事发后，3人自行脱险，其中2人未受伤，1人被及时送到医院救治；4人被困，1人于19时50分许被救出并送往医院救治，其他3人被救出后，经医院抢救无效死亡。经诊断，2名住院人员中，1人腓骨骨折、面部轻微擦伤，1人软组织轻微擦伤，均无生命危险。　　据介绍，悦城体育俱乐部位于桦南县育才路北段的悦城广场综合体7号楼，2017年7月开始建设，2018年7月竣工，建设单位为黑龙江省悦城房地产开发有限公司，施工单位为黑龙江海峰伟业建筑安装工程有限责任公司，监理单位为佳木斯三江建设监理公司，2020年7月通过验收。　　悦城广场综合体7号楼建筑面积3208.96平方米，高度为9.05米，基础形式为独立基础，结构形式为框架结构，其中东部为二层建筑（面积2533.96平方米），屋顶结构形式为混凝土结构，西部为单层建筑（坍塌部分，面积675平方米），屋顶结构形式为H型变截面钢梁结构。该建筑所有权人于2020年5月至2022年12月间，将场所租赁给他人经营。2022年12月起，由桦南县新阳光健身俱乐部管理，主要用于开展篮球、乒乓球、羽毛球等活动，面向社会经营。　　事故发生后，佳木斯市、桦南县联合成立“11·6”悦城体育俱乐部屋顶坍塌事故处置工作领导小组，设立现场搜救、秩序维护、善后处理、事故调查和医疗救治等专班，紧急调度市县消防、森林消防等队伍冒雪进行专业救援，全力做好救援处置各项工作。　　佳木斯市医疗专家组已赶赴桦南县，按照“一人一方案”的原则，全力以赴开展救治。有关专家同步对伤员、家属进行心理疏导。（新华社）,,,,"纪检监察机关介入佳木斯体育馆坍塌事故,佳木斯体育馆坍塌事故最新通报",0,0,0,2023-11-07 13:46,荣耀 9X,['https://wx1.sinaimg.cn/large/005LDT3ely1hjmhpy1r68j30u02wo7og.jpg'],,,
4965377413745799,NrqLrfIs7,6309907933,孔一兴,#佳木斯坍塌体育馆3人遇难#这是第几次了啊好像今年就不只一起了工程偷工减料成这样子负责人是不是把钱转进自己口袋里了可怜那几个遇难的人了,,,,佳木斯坍塌体育馆3人遇难,0,1,7,2023-11-07 09:48,蹭rs专用iPhone客户端,,,,
4966538847454929,NrUYIvhmN,1059446164,平昌公安,#佳木斯体育馆坍塌11人被采取强制措施#11月6日，黑龙江佳木斯桦南县悦城体育俱乐部发生部分坍塌，事故造成3人死亡。近年来，国内外多地都曾发生大跨度建筑屋顶坍塌事故。大跨度建筑的屋顶为何如此脆弱？,,,,佳木斯体育馆坍塌11人被采取强制措施,0,0,1,2023-11-10 14:43,微博网页版,['https://wx1.sinaimg.cn/large/3f25dd94ly1hjq07qhhk6j20px6rp1l3.jpg'],,,
